1;arms_factory;2945.00;10.55;1363.00;5.81;0
1;arms_factory;2947.00;10.07;1358.00;2.54;0
1;arms_factory;2953.00;10.65;1367.00;5.21;0
1;arms_factory;2951.00;11.00;1358.00;1.59;0
1;arms_factory;2951.00;11.00;1358.00;4.25;0
1;arms_factory;2949.00;12.40;1369.00;0.99;0
1;industrial_complex;2949.00;9.73;1373.00;3.66;0
1;industrial_complex;2949.00;9.73;1373.00;0.04;0
1;industrial_complex;2949.00;12.80;1363.00;2.70;0
1;industrial_complex;2949.00;12.80;1363.00;5.72;0
1;industrial_complex;2947.00;10.23;1359.00;0.64;0
1;industrial_complex;2951.00;11.20;1360.00;4.76;0
1;naval_base;2940.00;9.50;1368.00;-0.59;5579
1;naval_base;2948.00;9.50;1352.00;-0.79;5579
1;naval_base;2947.00;9.50;1374.00;-3.14;5555
1;naval_base;2955.00;9.63;1366.00;1.57;5579
1;bunker;2945.00;10.30;1362.00;4.77;0
1;bunker;2948.00;12.05;1362.00;1.16;0
1;bunker;2948.00;10.10;1372.00;5.28;0
1;bunker;2951.00;11.38;1363.00;0.20;0
1;bunker;2950.00;10.60;1356.00;3.22;0
1;coastal_bunker;2953.00;9.75;1362.00;1.57;0
1;coastal_bunker;2952.00;9.50;1376.00;-3.14;0
1;coastal_bunker;2941.00;9.50;1367.00;-0.59;0
1;coastal_bunker;2948.00;9.50;1351.00;-0.79;0
1;dockyard;2952.00;9.73;1356.00;1.57;0
2;arms_factory;2993.00;9.70;1365.00;5.21;0
2;arms_factory;3001.00;9.75;1361.00;1.59;0
2;arms_factory;3001.00;9.68;1360.00;4.25;0
2;arms_factory;3011.00;10.20;1353.00;0.99;0
2;arms_factory;2995.00;9.90;1365.00;3.66;0
2;arms_factory;2993.00;9.70;1364.00;0.04;0
2;industrial_complex;2991.00;10.03;1370.00;2.70;0
2;industrial_complex;2993.00;10.05;1369.00;5.72;0
2;industrial_complex;2997.00;10.28;1366.00;0.64;0
2;industrial_complex;3010.00;10.50;1355.00;4.76;0
2;industrial_complex;3019.00;11.03;1355.00;2.61;0
2;industrial_complex;3007.00;9.70;1353.00;2.71;0
2;naval_base;3013.00;9.50;1348.00;0.64;1452
2;naval_base;2991.00;9.50;1362.00;-1.11;5656
2;naval_base;3000.00;9.50;1354.00;-0.32;5656
2;naval_base;2987.00;9.50;1367.00;-1.03;5579
2;bunker;3012.00;11.32;1358.00;5.28;0
2;bunker;2993.00;9.80;1367.00;0.20;0
2;bunker;2996.00;9.70;1362.00;3.22;0
2;bunker;3001.00;9.82;1362.00;5.88;0
2;bunker;3008.00;9.68;1352.00;2.26;0
2;bunker;3011.00;10.20;1353.00;0.11;0
2;bunker;3006.00;9.78;1355.00;1.67;0
2;coastal_bunker;2995.00;9.50;1360.00;-1.11;0
2;coastal_bunker;3014.00;9.50;1348.00;0.64;0
2;coastal_bunker;3004.00;9.50;1352.00;-0.32;0
2;coastal_bunker;2989.00;9.50;1365.00;-1.03;0
2;dockyard;3011.00;9.50;1348.00;0.64;0
3;arms_factory;2921.00;10.63;1463.00;4.25;0
3;arms_factory;2922.00;12.00;1457.00;0.99;0
3;arms_factory;2922.00;11.30;1458.00;3.66;0
3;arms_factory;2920.00;13.43;1453.00;0.04;0
3;arms_factory;2920.00;10.55;1462.00;2.70;0
3;arms_factory;2922.00;10.48;1462.00;5.72;0
3;industrial_complex;2925.00;10.53;1462.00;0.64;0
3;industrial_complex;2921.00;11.23;1457.00;4.76;0
3;industrial_complex;2920.00;13.88;1452.00;2.61;0
3;industrial_complex;2922.00;14.32;1452.00;2.71;0
3;industrial_complex;2924.00;10.63;1461.00;0.55;0
3;industrial_complex;2921.00;10.50;1462.00;3.21;0
3;bunker;2923.00;12.75;1457.00;4.77;0
3;bunker;2924.00;10.82;1464.00;1.16;0
3;bunker;2927.00;14.07;1453.00;5.28;0
3;bunker;2921.00;11.23;1457.00;0.20;0
3;bunker;2924.00;14.50;1453.00;3.22;0
3;bunker;2916.00;11.25;1462.00;5.88;0
4;arms_factory;3041.00;12.80;1479.00;3.66;0
4;arms_factory;3058.00;12.00;1479.00;0.04;0
4;arms_factory;3056.00;10.65;1487.00;2.70;0
4;arms_factory;3066.00;10.05;1479.00;5.72;0
4;arms_factory;3066.00;10.10;1480.00;0.64;0
4;arms_factory;3063.00;10.40;1486.00;4.76;0
4;industrial_complex;3042.00;11.78;1482.00;2.61;0
4;industrial_complex;3041.00;11.32;1484.00;2.71;0
4;industrial_complex;3058.00;10.15;1489.00;0.55;0
4;industrial_complex;3059.00;10.03;1490.00;3.21;0
4;industrial_complex;3057.00;12.00;1477.00;4.77;0
4;industrial_complex;3059.00;11.63;1485.00;1.16;0
4;bunker;3059.00;11.20;1486.00;5.28;0
4;bunker;3066.00;10.30;1483.00;0.20;0
4;bunker;3056.00;12.35;1471.00;3.22;0
4;bunker;3046.00;13.63;1475.00;5.88;0
4;bunker;3043.00;11.95;1482.00;2.26;0
4;bunker;3060.00;10.98;1476.00;0.11;0
4;bunker;3052.00;14.18;1478.00;1.67;0
5;arms_factory;3125.00;9.65;1612.00;2.70;0
5;arms_factory;3125.00;9.65;1612.00;5.72;0
5;arms_factory;3125.00;9.70;1611.00;0.64;0
5;arms_factory;3134.00;9.70;1612.00;4.76;0
5;arms_factory;3134.00;9.70;1612.00;2.61;0
5;arms_factory;3137.00;9.70;1611.00;2.71;0
5;industrial_complex;3127.00;9.65;1618.00;0.55;0
5;industrial_complex;3125.00;9.68;1617.00;3.21;0
5;industrial_complex;3125.00;9.68;1617.00;4.77;0
5;industrial_complex;3137.00;9.70;1615.00;1.16;0
5;industrial_complex;3143.00;9.70;1614.00;5.28;0
5;industrial_complex;3143.00;9.70;1614.00;0.20;0
5;naval_base;3131.00;9.65;1626.00;-1.82;2256
5;naval_base;3120.00;9.50;1613.00;-1.77;2256
5;bunker;3130.00;9.60;1619.00;2.26;0
5;bunker;3138.00;9.70;1613.00;0.11;0
5;bunker;3122.00;9.68;1613.00;1.67;0
5;coastal_bunker;3128.00;9.63;1621.00;-1.82;0
5;coastal_bunker;3123.00;9.50;1616.00;-1.77;0
5;dockyard;3118.00;9.50;1621.00;-1.82;0
6;arms_factory;2852.00;9.68;1537.00;0.64;0
6;arms_factory;2852.00;9.68;1538.00;4.76;0
6;arms_factory;2850.00;9.80;1529.00;2.61;0
6;arms_factory;2853.00;9.70;1540.00;2.71;0
6;arms_factory;2849.00;9.70;1532.00;0.55;0
6;arms_factory;2845.00;9.70;1534.00;3.21;0
6;industrial_complex;2846.00;9.70;1537.00;4.77;0
6;industrial_complex;2851.00;9.70;1533.00;1.16;0
6;industrial_complex;2851.00;9.73;1530.00;5.28;0
6;industrial_complex;2849.00;9.70;1532.00;0.20;0
6;industrial_complex;2855.00;9.70;1532.00;3.22;0
6;industrial_complex;2855.00;9.73;1538.00;5.88;0
6;naval_base;2856.00;9.53;1544.00;-3.39;8621
6;naval_base;2849.00;9.60;1540.00;-3.14;8621
6;naval_base;2846.00;9.55;1539.00;-2.82;8621
6;bunker;2853.00;9.70;1533.00;5.79;0
6;bunker;2856.00;9.70;1541.00;0.71;0
6;bunker;2851.00;9.68;1538.00;4.83;0
6;bunker;2844.00;9.70;1537.00;0.11;0
6;coastal_bunker;2846.00;9.55;1539.00;-2.82;0
6;coastal_bunker;2849.00;9.50;1541.00;-3.14;0
6;coastal_bunker;2854.00;9.50;1543.00;-3.39;0
6;dockyard;2854.00;9.60;1542.00;-3.39;0
7;arms_factory;2878.00;9.60;1555.00;2.61;0
7;arms_factory;2875.00;9.70;1559.00;2.71;0
7;arms_factory;2875.00;9.70;1559.00;0.55;0
7;arms_factory;2881.00;9.60;1558.00;3.21;0
7;arms_factory;2883.00;9.65;1555.00;4.77;0
7;arms_factory;2879.00;9.60;1554.00;1.16;0
7;industrial_complex;2874.00;9.70;1558.00;5.28;0
7;industrial_complex;2880.00;9.60;1559.00;0.20;0
7;industrial_complex;2877.00;9.63;1558.00;3.22;0
7;industrial_complex;2880.00;9.60;1555.00;5.88;0
7;industrial_complex;2875.00;9.68;1560.00;2.26;0
7;industrial_complex;2877.00;9.68;1559.00;0.11;0
7;naval_base;2870.00;9.50;1557.00;-1.11;8621
7;naval_base;2872.00;9.50;1553.00;-1.57;8621
7;bunker;2876.00;9.60;1553.00;0.71;0
7;bunker;2872.00;9.65;1557.00;4.83;0
7;bunker;2876.00;9.65;1557.00;0.11;0
7;bunker;2878.00;9.60;1555.00;2.78;0
7;coastal_bunker;2870.00;9.50;1556.00;-1.57;0
7;coastal_bunker;2873.00;9.55;1559.00;-2.82;0
